"2C88H88MQU6LBB3FGTSR5X4AJNOAT2"	"2NU8N46UXFCDASPWI4ED0NTKIOIRT1"	"extruded"	"pushed"	"expanded"	"pulled"	"expelled"	"squeezed"	"pushed"	"pushed"	"stenciled"	"forced"	"squeezed"	"extended"	"pushed"	"squeezed"	"shaped"	"ejected"	"protruded"	"piped"	"squeezed out"	"forced out"	"formed"	"pushed"	"sprayed"	"forced out"	"pushed out"	"extract"	"pushed out"	"let out"	"forced"	"extended"	"pushed"	"leaked"	"formed"	"made"	"ejected"	"molded"	"extended"	"expelled"	"pushed out"	"pushed"	"expelled"	"shaped"	"pushed out"	"shaped"	"taken"	"forced"	"forced"	"formed"	"expelled"	"pushed"	"squeezed"	"pushed"		
"2AOS8SV7WGKCIID57N13BMHAQUE0QO"	"2NU8N46UXFCDASPWI4ED0NTKIOIRT1"	"sought"	"looked"	"tried"	"wanted"	"tried"	"strove"	"tried"	"tried"	"solicit"	"tried"	"tried"	"tried"	"looked"	"attempted"	"tried"	"tried"	"looked"	"tried"	"tried"	"tried"	"wanted"	"tried"	"tried"	"tried"	"tried"	"followed"	"tried"	"looked"	"tried"	"wanted"	"tried"	"tried"	"wanted"	"tried"	"wanted"	"wrote"	"tried"	"tried"	"attempted"	"looked"	"attempted"	"tried"	"attempted"	"looked"	"tried"	"tried"	"attempted"	"wanted"	"tried"	"tried"	"found"	"tried"		
"2RKSEIUUU00OW7CU8T9SGS2U3AHSSR"	"2NU8N46UXFCDASPWI4ED0NTKIOIRT1"	"issued"	"cited"	"given"	"given"	"copied"	"given"	"provided"	"given"	"given"	"presented"	"given"	"gifted"	"assigned"	"equipped"	"given"	"given"	"equipped"	"given"	"given"	"given"	"provided"	"provided"	"given"	"equipped"	"given"	"given"	"given"	"given"	"given"	"given"	"equipped"	"given"	"allotted"	"given"	"given"	"equipped"	"given"	"given"	"given"	"given"	"given"	"equipped"	"given"	"equipped"	"given"	"equipped"	"given"	"given"	"appointed"	"tasked"	"given"	"given"		
"24192NJKM05BS6LEL9N2OTP9SEGFAZ"	"2NU8N46UXFCDASPWI4ED0NTKIOIRT1"	"diagram"	"chart"	"plan"	"drawing"	"drawing"	"drawing"	"drawing"	"chart"	"drawing"	"drawing"	"map"	"picture"	"picture"	"picture"	"picture"	"drawing"	"picture"	"picture"	"drawing"	"picture"	"picture"	"picture"	"picture"	"picture"	"plan"	"drawing"	"explanation"	"chart"	"picture"	"picture"	"layout"	"image"	"picture"	"drawing"	"picture"	"drawing"	"drawing"	"drawing"	"drawing"	"drawing"	"drawing"	"picture"	"drawing"	"sketch"	"picture"	"drawing"	"pictures"	"drawing"	"picture"	"picture"	"drawing"	"drawing"		
"2OOO33FDEY5CUJS5K2Q3GCRFMGG0RP"	"2NU8N46UXFCDASPWI4ED0NTKIOIRT1"	"inhabitants"	"people"	"people"	"residents"	"occupants"	"people"	"occupants"	"citizens"	"people"	"people"	"citizen"	"persons"	"residents"	"residents"	"people"	"residents"	"residents"	"people"	"people"	"residents"	"people"	"people"	"occupants"	"people"	"people"	"individuals"	"residents"	"people living there"	"residents"	"people"	"residents"	"people"	"civilians"	"citizens"	"members"	"people"	"residents"	"residents"	"citizens"	"people"	"people"	"native"	"people"	"citizens"	"people"	"citizens"	"citizen"	"people"	"people"	"residents"	"persons"	"people"		
"21ICOK2JE1M7V7CTP2N6WZAC18UUNX"	"2NU8N46UXFCDASPWI4ED0NTKIOIRT1"	"disciplines"	"practices"	"schools"	"thoughts"	"sectors"	"rules"	"curriculum"	"practices"	"methods"	"groups"	"schools"	"fields"	"methods"	"specialties"	"subjects"	"groups"	"areas"	"courses"	"people"	"areas"	"schools"	"rules"	"sciences"	"followers"	"courses"	"schools"	"schools"	"fields"	"groups"	"branches"	"subjects"	"subjects"	"groups"	"rules"	"followers"	"students"	"areas"	"schools"	"games"	"schools"	"subjects"	"branches"	"sects"	"versions"	"groups"	"focuses"	"schools"	"branches"	"areas"	"regimes"	"schools"	"schools"		
"2KXDEY5COW0LMERNCNIFTC6VOY84V1"	"2NU8N46UXFCDASPWI4ED0NTKIOIRT1"	"occasionally"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"once in a while"	"sporadically"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"usually"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"seldom"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"sometimes"	"once in a while"	"sometimes"	"sometimes"		
"2NF3YOCCF0CPB7P9XTEIQXYG5TVSTG"	"2NU8N46UXFCDASPWI4ED0NTKIOIRT1"	"principles"	"rules"	"basics"	"morals"	"ideals"	"rules"	"beliefs"	"ideas"	"beliefs"	"rules"	"ideals"	"laws"	"rules"	"basics"	"regulations"	"ideals"	"guidelines"	"rules"	"rules"	"ideas"	"values"	"guidelines"	"tenets"	"standards"	"rules"	"factors"	"rules"	"interests"	"truths"	"rules"	"rules"	"ideas"	"imperatives"	"ideas"	"rules"	"ideas"	"rules"	"rules"	"rules"	"rules"	"facts"	"rules"	"rules"	"values"	"rules"	"ideas"	"rules"	"rules"	"rules"	"ideas"	"canons"	"rules"		
"2HY5R98D8J3VKUOCW4EYKG3MDOHVFG"	"2NU8N46UXFCDASPWI4ED0NTKIOIRT1"	"object"	"goal"	"aim"	"aim"	"purpose"	"goal"	"goal"	"result"	"goal"	"thing"	"goal"	"goal"	"goal"	"goal"	"thing"	"goal"	"goal"	"thing"	"goal"	"reality"	"goal"	"goal"	"aim"	"plan"	"aim"	"goal"	"thing"	"idea"	"purpose"	"aim"	"goal"	"goal"	"thing"	"idea"	"goal"	"goal"	"goal"	"purpose"	"goal"	"prize"	"goal"	"goal"	"goal"	"thing"	"goal"	"goal"	"goal"	"goal"	"thing"	"goal"	"goal"	"goal"		
"2OKJENLVWJ5OVYSIZRQ86MWB8IZ0SD"	"2NU8N46UXFCDASPWI4ED0NTKIOIRT1"	"garment"	"clothing"	"cloth"	"clothing"	"outfit"	"clothing"	"apparel"	"clothing"	"cloth"	"clothing"	"clothing"	"outfit"	"clothing"	"clothing"	"clothing"	"outfit"	"clothing"	"cloth"	"clothing"	"clothing"	"clothing"	"cloth"	"clothing"	"costume"	"clothing"	"clothes"	"clothes"	"cloth"	"piece of clothing"	"clothing"	"article"	"clothes"	"clothes"	"clothing"	"dress"	"clothing"	"clothing"	"clothing"	"clothing"	"outfit"	"outfit"	"clothing"	"item"	"clothing"	"clothes"	"cloth"	"cloth"	"piece of clothing"	"article"	"dress"	"attire"	"clothing"		
