intensified,0.49860790621418616
received,0.41458165812583925
sovereign,0.46566151000820516
installment,0.5486682724682277
obligated,0.37448179906830475
published,0.40250930540164853
carcass,0.4444787390681307
satellite,0.14986761669906679
ancient,0.09454914134671966
practice,0.588413874388311
edited,0.43977909058196357
invaded,0.49584384353316074
antagonist,0.4371276831130437
combat,0.11631040152232311
predominantly,0.29330799281998166
retired,0.5428192997104377
founded,0.28918766377825184
longevity,0.5697533950186868
settled,0.4172325602719573
produced,0.36065488038092847
competitions,0.5282612682984041
footballer,0.32519021817604776
conceals,0.0
express,0.39772094631061544
