intensified,0.5999966155295676,intensified,0.5851339710409952
received,0.4323824917529061,received,0.49414900457481076
sovereign,0.36192681149226974,sovereign,0.5814783309045002
installment,0.6135071533092191,installment,0.6298674203370038
obligated,0.4060452473165336,obligated,0.3765547071601154
published,0.4140227803792314,published,0.4323824917529061
carcass,0.4794194744764888,carcass,0.5195274643743819
satellite,0.14177268004833496,satellite,0.1962987530447178
ancient,0.05450040055810318,ancient,0.10843058881261769
practice,0.5895889783574486,practice,0.7309170970157008
edited,0.501444451750616,edited,0.4671967466666933
invaded,0.5658412554873401,invaded,0.5312229115163571
antagonist,0.4317535766546096,antagonist,0.5250355328399646
combat,0.10843058881261769,combat,0.14358927087252235
predominantly,0.21371358140814278,predominantly,0.43046576668475345
retired,0.5545260729963829,retired,0.518175357665461
founded,0.3275117663779443,founded,0.259265343032554
longevity,0.5999966155295676,longevity,0.5746181557299965
settled,0.35647652605305336,settled,0.5600984382010304
produced,0.3816825109746802,produced,0.3128838707100987
competitions,0.5181753576654609,competitions,0.5304997199057327
footballer,0.31883800075227525,footballer,0.3487088055597114
conceals,0.05450040055810318,conceals,0.0
express,0.44925613782195933,express,0.29971573728028233
intensified,0.8000710656799292,intensified,0.8036185276775446
received,0.3765547071601154,received,0.37517766419982346
sovereign,0.4490213890012324,sovereign,0.5738437248014089
installment,0.35647652605305336,installment,0.4573260159263522
obligated,0.4249950359105822,obligated,0.48944684699758984
published,0.35647652605305336,published,0.45421348955486196
carcass,0.5822015225151248,carcass,0.5123243622402717
satellite,0.3321749424550253,satellite,0.5446553422560416
ancient,0.10843058881261769,ancient,0.36852565778594726
practice,0.8954028613236875,practice,0.8772275036582267
edited,0.5463780878520229,edited,0.6799384860169332
invaded,0.5312229115163571,invaded,0.5727014306618438
antagonist,0.4978046447113057,antagonist,0.37517766419982357
combat,0.10843058881261769,combat,0.10843058881261769
predominantly,0.4671967466666934,predominantly,0.5
retired,0.6178290462354221,retired,0.6622904090192925
founded,0.44511859860397,founded,0.5443531846449907
longevity,0.8045260729963828,longevity,0.8045260729963829
settled,0.7544550073164533,settled,0.7353721043321544
produced,0.35035030012048635,produced,0.4100950537305981
competitions,0.38725487617932774,competitions,0.35151917432015073
footballer,0.5708863400241676,footballer,0.5373225573888248
conceals,0.05450040055810318,conceals,0.10843058881261769
express,0.639660044037378,express,0.47941947447648875
