intensified,0.9397940008672037
received,0.6505149978319906
sovereign,0.4084313719900202
installment,0.6160396270529164
obligated,0.6762456261857126
published,0.5276198728314541
carcass,0.796657624451305
satellite,0.4084313719900202
ancient,0.348225372857224
practice,0.9397940008672037
edited,0.7283065366074415
invaded,0.6989700043360187
antagonist,0.7364516253185087
combat,0.1411817415046076
predominantly,0.5903089986991944
retired,0.7591760034688151
founded,0.6160396270529164
longevity,0.6989700043360187
settled,0.8795880017344074
produced,0.38997287335391506
competitions,0.7137272471682026
footballer,0.5903089986991943
conceals,0.1411817415046076
express,0.6989700043360189
