intensified, Cosine:, 0.984564809499459
intensified, Overlap:, 0.36
received, Cosine:, 0.9933211306958434
received, Overlap:, 0.6
sovereign, Cosine:, 0.5143907026943381
sovereign, Overlap:, 0.4
installment, Cosine:, 0.9994801143396996
installment, Overlap:, 0.24
obligated, Cosine:, 0.636116637810784
obligated, Overlap:, 0.36
published, Cosine:, 0.8443662884574806
published, Overlap:, 0.48
carcass, Cosine:, 0.9811659223414657
carcass, Overlap:, 0.64
satellite, Cosine:, 0.9965457582448796
satellite, Overlap:, 0.72
ancient, Cosine:, 0.9999583020598602
ancient, Overlap:, 0.8
practice, Cosine:, 0.8625383733289684
practice, Overlap:, 0.28
edited, Cosine:, 0.7925939239012171
edited, Overlap:, 0.48
invaded, Cosine:, 0.9612983850456738
invaded, Overlap:, 0.68
antagonist, Cosine:, 0.7511165388534123
antagonist, Overlap:, 0.44
combat, Cosine:, 1.0
combat, Overlap:, 0.84
predominantly, Cosine:, 0.9027817901123877
predominantly, Overlap:, 0.64
retired, Cosine:, 0.9999999999999998
retired, Overlap:, 0.08
founded, Cosine:, 0.9463865037013389
founded, Overlap:, 0.72
longevity, Cosine:, 0.9534625892455921
longevity, Overlap:, 0.36
settled, Cosine:, 0.7102927052897221
settled, Overlap:, 0.48
produced, Cosine:, 0.8220634184924897
produced, Overlap:, 0.56
competitions, Cosine:, 0.9666625906818771
competitions, Overlap:, 0.68
footballer, Cosine:, 0.8197302434079591
footballer, Overlap:, 0.56
conceals, Cosine:, 1.0
conceals, Overlap:, 0.96
express, Cosine:, 0.8821695212477028
express, Overlap:, 0.52
